MEMID,HV106
013002005,"No education, preschool"
013003001,Primary
013003002,"No education, preschool"
013004001,Primary
013004002,Secondary
013004003,Secondary
013004004,Primary
013004005,Primary
013004006,Primary
013005001,Primary
013005002,Primary
013005003,Primary
013005004,Primary
013005005,"No education, preschool"
013006001,Primary
013006002,"No education, preschool"
013006003,"No education, preschool"
013006004,Secondary
013006005,"No education, preschool"
013006006,Primary
013006007,"No education, preschool"
013006008,"No education, preschool"
013006009,"No education, preschool"
013006010,"No education, preschool"
013006011,"No education, preschool"
013006012,"No education, preschool"
013006013,"No education, preschool"
013006014,"No education, preschool"
013007001,"No education, preschool"
013007002,Primary
013007003,Primary
013007004,Primary
013008001,Secondary
013008002,Primary
013008003,"No education, preschool"
013009001,"No education, preschool"
013009002,"No education, preschool"
013009003,Secondary
013009004,Secondary
013009005,"No education, preschool"
013010001,"No education, preschool"
013010002,Primary
013011001,Secondary
013011002,"No education, preschool"
013011003,Secondary
013011004,Secondary
013011005,Primary
013011006,Primary
013012001,"No education, preschool"
013012002,Primary
013012003,"No education, preschool"
013013001,Primary
013013002,"No education, preschool"
013013003,Primary
013013004,"No education, preschool"
013015001,"No education, preschool"
013015002,"No education, preschool"
013015003,Primary
013015004,"No education, preschool"
013015005,Secondary
013016001,Primary
013016002,Primary
013016003,"No education, preschool"
013017001,Primary
013017002,Primary
013017003,"No education, preschool"
013017004,"No education, preschool"
013017005,"No education, preschool"
013018001,Primary
013018002,Primary
013018003,Primary
013018004,"No education, preschool"
013018005,Primary
013018006,Primary
013019001,"No education, preschool"
013019002,Primary
013019003,"No education, preschool"
013019004,Primary
013019005,Primary
013020001,"No education, preschool"
013020002,"No education, preschool"
013022001,Primary
013022002,Primary
013023001,Secondary
013023002,Primary
013023003,Secondary
013023004,Secondary
013023005,Primary
013023006,Primary
013023007,Primary
013024001,Primary
013024002,Secondary
013024003,Primary
013024004,"No education, preschool"
013025001,"No education, preschool"
013025002,Primary
013025003,Secondary
013025004,Primary
013025005,"No education, preschool"
013026001,Primary
013026002,"No education, preschool"
013026003,Primary
013027001,"No education, preschool"
013027002,Primary
013027003,"No education, preschool"
013027004,"No education, preschool"
013027005,"No education, preschool"
013027006,"No education, preschool"
013027007,"No education, preschool"
013028001,"No education, preschool"
013028002,Primary
013028003,Primary
013028004,Primary
014001001,Primary
014001002,Secondary
014001003,Secondary
014001004,Secondary
014002001,Primary
014002002,Primary
014002003,Secondary
014002004,Secondary
014003001,Primary
014004001,Primary
014004002,Primary
014004003,Secondary
014004004,Secondary
014004005,"No education, preschool"
014004006,"No education, preschool"
014006001,Secondary
014006002,Primary
014006003,Secondary
014006004,Secondary
014006005,Primary
014006006,Primary
014006007,Primary
014007001,Primary
014007002,Primary
014007003,"No education, preschool"
014008001,Higher
014008002,"No education, preschool"
014008003,"No education, preschool"
014009001,Primary
014009002,Secondary
014009003,"No education, preschool"
014009004,"No education, preschool"
014009005,"No education, preschool"
014010001,Primary
014010002,Primary
014010003,Primary
014010004,Primary
014011001,"No education, preschool"
014011002,"No education, preschool"
014011003,"No education, preschool"
014011004,Primary
014012001,"No education, preschool"
014013001,"No education, preschool"
014013002,Primary
014013003,Primary
014013004,"No education, preschool"
014013005,Primary
014013006,Primary
014014001,Secondary
014014002,Primary
014014003,"No education, preschool"
014015001,Secondary
014015002,Primary
014015003,Secondary
014015004,Primary
014016001,Primary
014016002,Primary
014016003,Primary
014016004,"No education, preschool"
014016005,Secondary
014018001,Secondary
014018002,Primary
014018003,Primary
014018004,Primary
014018005,"No education, preschool"
014018006,"No education, preschool"
014018007,"No education, preschool"
014020001,"No education, preschool"
014020002,Primary
014020003,"No education, preschool"
014022001,"No education, preschool"
014022002,Primary
014022003,Primary
014022004,"No education, preschool"
014024001,Primary
014024002,Primary
014024003,Primary
014024004,"No education, preschool"
014025001,Primary
014025002,Secondary
014025003,Primary
014025004,"No education, preschool"
014026001,"No education, preschool"
014026002,Primary
014026003,"No education, preschool"
014026004,"No education, preschool"
014026005,"No education, preschool"
014028001,"No education, preschool"
015001001,Secondary
015001002,Primary
015001003,Secondary
015001004,Secondary
015001005,Secondary
015001006,Primary
015001007,"No education, preschool"
015001008,Primary
015002001,Primary
015002002,Primary
015002003,Secondary
015002004,Secondary
015002005,Primary
015002006,Primary
015002007,Primary
015002008,Primary
015002009,Secondary
015002010,"No education, preschool"
015003001,"No education, preschool"
015003002,Secondary
015004001,Primary
015004002,Primary
015004003,Secondary
015005001,Secondary
015005002,Primary
015005003,Secondary
015006001,Secondary
015006002,Secondary
015006003,Secondary
015006004,Secondary
015006005,Primary
015007001,Secondary
015007002,Primary
015007003,Higher
015007004,Secondary
015007005,Secondary
015007006,Primary
015007007,Primary
015007008,"No education, preschool"
015008001,"No education, preschool"
015008002,Secondary
015008003,"No education, preschool"
015009001,Primary
015009002,Primary
015009003,Secondary
015009004,Primary
015009005,Primary
015009006,"No education, preschool"
015010001,Secondary
015010002,Primary
015010003,Primary
015010004,"No education, preschool"
015010005,"No education, preschool"
015011001,Secondary
015011002,Primary
015011003,Secondary
015011004,Higher
015011005,Secondary
015012001,Primary
015012002,Primary
015012003,Secondary
015012004,Secondary
015012005,Secondary
015012006,Secondary
015012007,Primary
015012008,"No education, preschool"
015012009,Secondary
015012010,Primary
015012011,Primary
015012012,"No education, preschool"
015013001,Secondary
015013002,Secondary
015013003,Secondary
015013004,Higher
015013005,Higher
015013006,Secondary
015013007,"No education, preschool"
015013008,"No education, preschool"
015013009,Secondary
015014001,Secondary
015014002,Secondary
015014003,Secondary
015014004,Secondary
015014005,Higher
015015001,Secondary
015015002,Secondary
015015003,Secondary
015015004,Primary
015015005,Primary
015016001,Secondary
015016002,Primary
015016003,Higher
015016004,Primary
015016005,Primary
015017001,Secondary
015017002,Primary
015017003,Primary
015017004,Primary
015017005,"No education, preschool"
015017006,Primary
015017007,"No education, preschool"
015018001,Higher
015018002,Secondary
015018003,Secondary
015018004,Secondary
015018005,Primary
015018006,Primary
015018007,"No education, preschool"
015019001,Secondary
015019002,Secondary
015019003,"No education, preschool"
015019004,"No education, preschool"
015020001,Primary
015020002,Secondary
015020003,Secondary
015021001,Secondary
015021002,"No education, preschool"
015021003,"No education, preschool"
015022001,Primary
015022002,Primary
015022003,Secondary
015022004,Primary
015022005,Primary
015022006,Primary
015023001,Primary
015024001,Secondary
015024002,Higher
015024003,"No education, preschool"
015024004,Primary
016001001,Primary
016001002,"No education, preschool"
016001003,Primary
016001004,Primary
016001005,Primary
016002001,Secondary
016002002,Secondary
016003001,"No education, preschool"
016003002,"No education, preschool"
016004001,"No education, preschool"
016004002,Primary
016005001,Primary
016005002,"No education, preschool"
016005003,Primary
016005004,Primary
016005005,Primary
016005006,"No education, preschool"
016005007,"No education, preschool"
016005008,"No education, preschool"
016006001,Primary
016006002,Primary
016006003,Higher
016006004,Secondary
016006005,Secondary
016006006,"No education, preschool"
016006007,Secondary
016006008,"No education, preschool"
016007001,Primary
016007002,Primary
016007003,Secondary
016007004,Secondary
016007005,Primary
016008001,Primary
016008002,Primary
016008003,Secondary
016008004,Primary
016009001,Primary
016009002,Primary
016009003,Primary
016009004,Primary
016010001,Secondary
016010002,Primary
016010003,"No education, preschool"
016010004,Primary
016011001,Secondary
016011002,Secondary
016011003,Secondary
016012001,Primary
016012002,"No education, preschool"
016012003,Primary
016012004,Higher
016012005,Primary
016012006,Primary
016012007,"No education, preschool"
016012008,Secondary
016012009,Higher
016012010,"No education, preschool"
016012011,Secondary
016013001,Secondary
016013002,Primary
016013003,Secondary
016013004,Secondary
016014001,Primary
016014002,Primary
016014003,Secondary
016014004,Primary
016014005,"No education, preschool"
016014006,"No education, preschool"
016015001,Primary
016015002,Primary
016015003,Primary
016015004,Primary
016016001,Secondary
016017001,Primary
016017002,Secondary
016017003,Primary
016017004,Primary
016017005,"No education, preschool"
016017006,Primary
016017007,Primary
016018001,Secondary
016018002,Secondary
016019001,Higher
016019002,Secondary
016019003,Primary
016019004,"No education, preschool"
016019005,Secondary
016020001,Secondary
016020002,Secondary
016020003,"No education, preschool"
016021001,Primary
016021002,Primary
016021003,Secondary
016021004,Secondary
016021005,Primary
016021006,Primary
016023001,"No education, preschool"
016023002,Primary
016023003,Primary
016023004,"No education, preschool"
016024001,Primary
016024002,"No education, preschool"
016024003,Secondary
017001001,Primary
017001002,Primary
017001003,Higher
017001004,Primary
017001005,Primary
017002001,Higher
017002002,Secondary
017002003,Secondary
017002004,Secondary
017002005,Secondary
017002006,Primary
017003001,Primary
017003002,Primary
017003003,Secondary
017003004,Secondary
017003005,Secondary
017003006,"No education, preschool"
017004001,Secondary
017004002,Secondary
017004003,"No education, preschool"
017004004,"No education, preschool"
017004005,"No education, preschool"
017004006,"No education, preschool"
017005001,Secondary
017005002,Primary
017005003,Secondary
017006001,Secondary
017006002,Secondary
017006003,Secondary
017006004,Secondary
017006005,Primary
017006006,"No education, preschool"
017007001,Secondary
017007002,Secondary
017007003,Higher
017007004,Secondary
017007005,Secondary
017008001,Secondary
017008002,Secondary
017008003,Secondary
017008004,Primary
017008005,Primary
017009001,Secondary
017009002,Secondary
017009003,"No education, preschool"
017009004,"No education, preschool"
017010001,"No education, preschool"
